57175,11,2.944438979,5.411646052,12.27317039,11.61728548,5.886104031,1
58056,4,-10,5.283203729,11.87489139,11.74403719,5.886104031,1
149177,13,6.289715571,5.361292166,12.5173333,11.7798945,5.886104031,1
265769,11,10.1544019,5.332718793,13.2687762,-10,5.877735782,1
113060,15,0,5.023880521,11.81313376,7.60090246,5.886104031,1
69433,12,10.74265963,4.844187086,11.37378983,9.903487553,5.886104031,1
129977,9,11.77511279,4.317488114,11.77691917,11.23848862,5.886104031,0
206936,7,6.942156706,5.814130532,12.95704288,12.35406152,5.886104031,0
65803,12,4.804021045,5.262690189,11.44734106,10.77895629,5.886104031,1
103562,6,-10,5.552959585,12.59304447,11.32779998,5.883322388,1
555478,15,12.29228245,4.844187086,13.24674327,11.76056649,5.605802066,0
82768,12,-10,4.369447852,12.04177567,11.69524702,5.730099783,1
83491,17,6.551080335,5.655991811,11.85052564,11.18580932,5.886104031,1
58881,16,8.497806478,5.393627546,11.45470296,11.12755706,5.886104031,1
44462,18,9.238539026,5.641907071,11.40666454,-10,5.886104031,1
63533,8,8.342839804,5.351858133,11.3938153,10.1569663,5.874930731,1
75099,9,-10,5.153291594,11.83853896,11.21182037,5.683579767,1
50610,18,8.95828281,5.298317367,10.86887316,10.07744086,5.869296913,1
77391,16,4.820281566,5.493061443,12.10381287,11.53468696,5.697093487,0
212712,19,8.646641259,5.789960171,12.69884631,12.16629178,5.886104031,1
118080,13,9.43827244,4.934473933,12.45186966,-10,5.886104031,1
210489,14,11.3883255,5.176149733,13.33118567,12.73257475,5.886104031,1
48972,18,9.015541294,3.951243719,10.79900399,10.24352486,5.783825182,1
140830,11,11.8493977,5.192956851,11.86763047,-10,5.886104031,1
67484,17,10.5488091,4.9698133,12.19726396,11.95053503,5.814130532,1
199527,19,2.772588722,5.105945474,12.23769243,11.54054063,5.424950017,1
46388,17,9.577341814,5.176149733,11.0871454,10.89302875,5.886104031,1
109830,13,6.992096427,4.48863637,11.60708953,11.21182037,5.874930731,1
41827,6,-10,5.214935758,11.16628571,9.746833742,5.886104031,1
